Year,Waste Produced (Tons),County,Population,Electricity Usage (GWh)
2018.0,598840.14,San Mateo,772984.0,1508.725747
2018.0,455075.02,Santa Barbara,449663.0,756.566541
2018.0,1513136.01,Santa Clara,1951088.0,3851.299224
2018.0,225452.04,Santa Cruz,273945.0,544.0358349999998
2018.0,623720.2,Shasta,178520.0,740.892608
2018.0,3439.56,Siskiyou,44595.0,221.879329
2018.0,442008.48,Solano,437361.0,1029.371072
2018.0,1245678.97,Sonoma,501129.0,1253.889
2018.0,391722.74,Stanislaus,550964.0,1800.736015
2018.0,59132.46,Tehama,64429.0,230.819204
2018.0,7633.0,Trinity,13639.0,10.059306
2018.0,423906.9,Tulare,472915.0,1253.761079
2018.0,45826.26,Tuolumne,54733.0,208.350588
2018.0,1195379.71,Ventura,849324.0,1790.10109
2018.0,195258.12,Yolo,219990.0,514.508284
2018.0,153207.89,Yuba,76733.0,218.676051
2019.0,1465263.51,Alameda,1664783.0,3064.781376000001
2019.0,566.18,Alpine,1149.0,10.131788
2019.0,35768.39,Amador,37820.0,140.689119
2019.0,1818063.23,Butte,221521.0,669.3284990000002
2019.0,35660.9,Calaveras,45085.0,205.365353
2019.0,23744.31,Colusa,21990.0,67.633093
2019.0,794518.98,Contra Costa,1150621.0,2934.141948
2019.0,88.71,Del Norte,27127.0,117.160978
2019.0,121490.25,El Dorado,190018.0,767.40108
2019.0,964982.11,Fresno,1015195.0,2796.305742
2019.0,81573.78,Glenn,28695.0,96.828073
2019.0,23039.6,Humboldt,133996.0,368.37208
2019.0,135092.23,Imperial,188821.0,575.201252
2019.0,18035.53,Inyo,18572.0,58.876761
2019.0,1086243.73,Kern,908405.0,2341.447042
2019.0,115397.98,Kings,152995.0,379.024862
2019.0,53244.27,Lake,64268.0,286.081982
2019.0,22338.23,Lassen,29173.0,102.396546
2019.0,11141950.72,Los Angeles,10184378.0,19562.554839
2019.0,158630.22,Madera,158216.0,438.968992
2019.0,241254.45,Marin,262240.0,669.5655519999998
2019.0,27390.23,Mariposa,18066.0,71.262658
2019.0,48914.65,Mendocino,88388.0,291.502962
2019.0,277454.07,Merced,280735.0,729.116937
2019.0,11537.13,Modoc,9637.0,58.17935500000001
2019.0,27669.37,Mono,13517.0,93.671169
2019.0,516537.48,Monterey,441304.0,698.094114
2019.0,180694.75,Napa,139970.0,375.248902
2019.0,9022.35,Nevada,97820.0,451.81159
2019.0,3373309.25,Orange,3192987.0,6661.245595
2019.0,281556.39,Placer,395978.0,1464.686335
2019.0,173.99,Plumas,18242.0,95.271334
2019.0,2515629.02,Riverside,2422146.0,7336.906907
2019.0,1406241.62,Sacramento,1541301.0,4691.394529
2019.0,88184.37,San Benito,61513.0,132.105804
2019.0,1978070.48,San Bernardino,2168964.0,5054.326483
2019.0,3200806.27,San Diego,3340312.0,6673.931743
2019.0,713009.58,San Francisco,891021.0,1503.13779
2019.0,880241.79,San Joaquin,765556.0,1893.111234
2019.0,288432.48,San Luis Obispo,278355.0,647.297553
2019.0,623371.35,San Mateo,774231.0,1565.436817
2019.0,435073.91,Santa Barbara,450839.0,768.514569
2019.0,1452222.43,Santa Clara,1954833.0,4045.623093
2019.0,234708.67,Santa Cruz,272501.0,553.414177
2019.0,200160.07,Shasta,177891.0,738.040415
2019.0,15.34,Sierra,3210.0,12.821663
2019.0,951.74,Siskiyou,44592.0,226.828503
2019.0,437553.11,Solano,438832.0,1078.745041
2019.0,472841.01,Sonoma,496947.0,1294.976991
2019.0,365579.18,Stanislaus,554018.0,1800.7574370000002
2019.0,66278.44,Tehama,64643.0,241.786407
2019.0,8752.43,Trinity,13637.0,9.686735
2019.0,446633.6,Tulare,476588.0,1261.684312
2019.0,46559.93,Tuolumne,54532.0,214.412592
2019.0,1003051.31,Ventura,846050.0,1761.2509699999996
2019.0,192255.23,Yolo,220896.0,538.7776150000002
2019.0,169463.51,Yuba,77342.0,227.90092400000003
